No	標準的な表記	読み	語彙の難易度	品詞1	品詞2(詳細)	語種
369	アフタヌーン	アフタヌーン	4.中級後半	名詞	名詞-普通名詞-一般	外来語
370	危ない	アブナイ	1.初級前半	イ形容詞	形容詞-一般	和語
371	油	アブラ	3.中級前半	名詞	名詞-普通名詞-一般	和語
372	脂	アブラ	4.中級後半	名詞	名詞-普通名詞-一般	和語
374	油揚げ	アブラアゲ	5.上級前半	名詞	名詞-普通名詞-一般	和語
375	油絵	アブラエ	6.上級後半	名詞	名詞-普通名詞-一般	混種語
376	アフリカ	アフリカ	2.初級後半	名詞	名詞-固有名詞-地名-一般	外来語
377	アプリケーション	アプリケーション	5.上級前半	名詞	名詞-普通名詞-一般	外来語
378	炙る	アブル	6.上級後半	動詞1類	動詞-一般	和語
379	溢れる	アフレル	4.中級後半	動詞2類	動詞-一般	和語
380	アプローチ	アプローチ	5.上級前半	名詞	名詞-普通名詞-サ変可能	外来語
381	アベック	アベック	6.上級後半	名詞	名詞-普通名詞-一般	外来語
382	阿片	アヘン	6.上級後半	名詞	名詞-普通名詞-一般	漢語
383	阿呆	アホウ	6.上級後半	名詞	名詞-普通名詞-形状詞可能	漢語
384	アボカド	アボカド	5.上級前半	名詞	名詞-普通名詞-一般	外来語
385	尼	アマ	6.上級後半	名詞	名詞-普通名詞-一般	和語
387	甘い	アマイ	1.初級前半	イ形容詞	形容詞-一般	和語
388	甘える	アマエル	4.中級後半	動詞2類	動詞-一般	和語
389	甘辛	アマカラ	4.中級後半	ナ形容詞	形状詞-一般	和語
390	甘辛い	アマカライ	4.中級後半	イ形容詞	形容詞-一般	和語
391	甘口	アマクチ	4.中級後半	名詞	名詞-普通名詞-一般	和語
392	雨雲	アマグモ	4.中級後半	名詞	名詞-普通名詞-一般	和語
393	甘酒	アマザケ	5.上級前半	名詞	名詞-普通名詞-一般	和語
394	甘塩	アマジオ	6.上級後半	名詞	名詞-普通名詞-一般	和語
395	甘酢	アマズ	6.上級後半	名詞	名詞-普通名詞-一般	和語
396	アマチュア	アマチュア	4.中級後半	名詞	名詞-普通名詞-一般	外来語
397	雨戸	アマド	5.上級前半	名詞	名詞-普通名詞-一般	和語
398	甘み	アマミ	4.中級後半	名詞	名詞-普通名詞-一般	和語
399	雨水	アマミズ	5.上級前半	名詞	名詞-普通名詞-一般	和語
400	雨漏り	アマモリ	5.上級前半	名詞	名詞-普通名詞-サ変可能	和語
401	甘やかす	アマヤカス	4.中級後半	動詞1類	動詞-一般	和語
402	余り	アマリ	2.初級後半	名詞	副詞	和語
403	余り	アマリ	3.中級前半	名詞	名詞-普通名詞-副詞可能	和語
405	余り物	アマリモノ	5.上級前半	名詞	副詞 and 名詞-普通名詞-サ変可能	和語
406	余る	アマル	3.中級前半	動詞1類	動詞-一般	和語
407	甘んずる	アマンズル	6.上級後半	動詞3類	動詞-一般	和語
408	網	アミ	5.上級前半	名詞	名詞-普通名詞-一般	和語
409	編み出す	アミダス	6.上級後半	動詞1類	動詞-一般	和語
410	網棚	アミダナ	4.中級後半	名詞	名詞-普通名詞-一般	和語
411	網戸	アミド	4.中級後半	名詞	名詞-普通名詞-一般	和語
412	アミノ酸	アミノサン	6.上級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	混種語
413	網の目	アミノメ	6.上級後半	名詞	名詞-普通名詞-一般 and 助詞-格助詞 and 名詞-普通名詞-一般	和語
414	編み物	アミモノ	4.中級後半	名詞	名詞-普通名詞-一般	和語
415	編む	アム	4.中級後半	動詞1類	動詞-一般	和語
416	雨	アメ	1.初級前半	名詞	名詞-普通名詞-一般	和語
417	あめ	アメ	1.初級前半	名詞	名詞-普通名詞-一般	和語
418	雨降り	アメフリ	4.中級後半	名詞	名詞-普通名詞-一般	和語
419	アメリカ	アメリカ	1.初級前半	名詞	名詞-固有名詞-地名-国	外来語
420	アメリカ合衆国	アメリカガッシュウコク	2.初級後半	名詞	名詞-固有名詞-地名-国 and 名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般	混種語
421	アメリカン	アメリカン	3.中級前半	名詞	名詞-普通名詞-一般	外来語
423	危うい	アヤウイ	4.中級後半	イ形容詞	形容詞-一般	和語
424	怪しい	アヤシイ	4.中級後半	イ形容詞	形容詞-一般	和語
425	怪しむ	アヤシム	4.中級後半	動詞1類	動詞-一般	和語
426	あやす	アヤス	6.上級後半	動詞1類	動詞-一般	和語
427	操る	アヤツル	5.上級前半	動詞1類	動詞-一般	和語
428	危ぶむ	アヤブム	5.上級前半	動詞1類	動詞-一般	和語
429	あやふや	アヤフヤ	5.上級前半	ナ形容詞	形状詞-一般	和語
430	過ち	アヤマチ	4.中級後半	名詞	名詞-普通名詞-一般	和語
431	誤り	アヤマリ	4.中級後半	名詞	名詞-普通名詞-一般	和語
432	謝る	アヤマル	3.中級前半	動詞1類	動詞-一般	和語
433	誤る	アヤマル	4.中級後半	動詞1類	動詞-一般	和語
434	あゆ	アユ	5.上級前半	名詞	名詞-普通名詞-一般	和語
435	阿諛	アユ	6.上級後半	名詞	名詞-普通名詞-サ変可能	漢語
436	歩み	アユミ	5.上級前半	名詞	名詞-普通名詞-一般	和語
437	歩み寄る	アユミヨル	5.上級前半	動詞1類	動詞-一般	和語
438	歩む	アユム	5.上級前半	動詞1類	動詞-一般	和語
439	あら	アラ	3.中級前半	感動詞	感動詞-一般	和語
440	あら	アラ	6.上級後半	感動詞	名詞-普通名詞-一般	和語
441	アラーム	アラーム	3.中級前半	名詞	名詞-普通名詞-一般	外来語
442	荒々しい	アラアラシイ	5.上級前半	イ形容詞	形容詞-一般	和語
443	洗い	アライ	3.中級前半	名詞	名詞-普通名詞-一般	和語
444	粗い	アライ	4.中級後半	イ形容詞	形容詞-一般	和語
445	荒い	アライ	4.中級後半	イ形容詞	形容詞-一般	和語
446	洗い流す	アライナガス	4.中級後半	動詞1類	動詞-一般	和語
447	洗い場	アライバ	4.中級後半	名詞	名詞-普通名詞-一般	和語
448	洗い物	アライモノ	4.中級後半	名詞	名詞-普通名詞-一般	和語
449	洗う	アラウ	2.初級後半	動詞1類	動詞-一般	和語
450	あらかじめ	アラカジメ	4.中級後半	副詞	副詞	和語
451	嵐	アラシ	4.中級後半	名詞	名詞-普通名詞-一般	和語
452	荒らす	アラス	5.上級前半	動詞1類	動詞-一般	和語
453	粗筋	アラスジ	5.上級前半	名詞	名詞-普通名詞-一般	和語
454	争い	アラソイ	4.中級後半	名詞	名詞-普通名詞-一般	和語
455	争う	アラソウ	4.中級後半	動詞1類	動詞-一般	和語
456	新た	アラタ	4.中級後半	ナ形容詞	形状詞-一般	和語
457	改まる	アラタマル	6.上級後半	動詞1類	動詞-一般	和語
458	改め	アラタメ	6.上級後半	名詞	名詞-普通名詞-一般	和語
459	改めて	アラタメテ	4.中級後半	副詞	副詞	和語
460	改める	アラタメル	4.中級後半	動詞2類	動詞-一般	和語
20013	荒っぽい	アラッポイ	6.上級後半	イ形容詞	形容詞-一般	和語
461	荒波	アラナミ	6.上級後半	名詞	名詞-普通名詞-一般	和語
463	粗びき	アラビキ	6.上級後半	名詞	名詞-普通名詞-一般	和語
464	アラブ	アラブ	4.中級後半	名詞	名詞-固有名詞-地名-一般	外来語
465	あらゆる	アラユル	4.中級後半	連体詞	連体詞	和語
466	露わ	アラワ	6.上級後半	ナ形容詞	形状詞-一般	和語
20014	表す	アラワス	5.上級前半	動詞1類	動詞-一般	和語
20015	表れる	アラワレル	5.上級前半	動詞2類	動詞-一般	和語
468	あり	アリ	4.中級後半	名詞	名詞-普通名詞-一般	和語
469	有り	アリ	4.中級後半	名詞	名詞-普通名詞-一般	和語
474	有り難い	アリガタイ	4.中級後半	イ形容詞	形容詞-一般	和語
476	ありがとう	アリガトウ	1.初級前半	定型表現	感動詞-一般	定型句
477	在り来り	アリキタリ	6.上級後半	名詞	名詞-普通名詞-形状詞可能	和語
478	歩く	アリク	3.中級前半	動詞1類	動詞-一般	和語
479	有様	アリサマ	5.上級前半	名詞	名詞-普通名詞-一般	和語
480	アリバイ	アリバイ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
481	有り触れる	アリフレル	5.上級前半	動詞2類	動詞-一般	和語
482	ある	アル	1.初級前半	動詞1類	動詞-一般	和語
484	或る	アル	3.中級前半	連体詞	連体詞	和語
490	あるいは	アルイハ	4.中級後半	副詞	接続詞	和語
491	アルカリ	アルカリ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
492	アルカリ性	アルカリセイ	5.上級前半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	混種語
493	歩き回る	アルキマワル	4.中級後半	動詞1類	動詞-一般	和語
494	歩く	アルク	1.初級前半	動詞1類	動詞-一般	和語
495	アルコール	アルコール	3.中級前半	名詞	名詞-普通名詞-一般	外来語
496	アルゼンチン	アルゼンチン	3.中級前半	名詞	名詞-固有名詞-地名-国	外来語
497	アルバイト	アルバイト	2.初級後半	名詞	名詞-普通名詞-サ変可能	外来語
498	アルバム	アルバム	3.中級前半	名詞	名詞-普通名詞-一般	外来語
500	アルファベット	アルファベット	3.中級前半	名詞	名詞-普通名詞-一般	外来語
501	アルプス	アルプス	4.中級後半	名詞	名詞-固有名詞-地名-一般	外来語
502	アルミ	アルミ	4.中級後半	名詞	名詞-普通名詞-一般	外来語
503	アルミニウム	アルミニウム	5.上級前半	名詞	名詞-普通名詞-一般	外来語
504	アルミ箔	アルミハク	5.上級前半	名詞	名詞-普通名詞-一般	混種語
505	アルミホイル	アルミホイル	4.中級後半	名詞	名詞-普通名詞-一般	外来語
506	あれ	アレ	1.初級前半	名詞	代名詞	和語
507	あれ	アレ	2.初級後半	名詞	感動詞-一般	和語
510	荒れ狂う	アレクルウ	6.上級後半	動詞1類	動詞-一般	和語
512	あれこれ	アレコレ	4.中級後半	名詞	名詞-普通名詞-副詞可能	和語
513	荒れ地	アレチ	6.上級後半	名詞	名詞-普通名詞-一般	混種語
514	荒れる	アレル	5.上級前半	動詞2類	動詞-一般	和語
515	アレルギー	アレルギー	4.中級後半	名詞	名詞-普通名詞-一般	外来語
516	アレンジ	アレンジ	5.上級前半	名詞	名詞-普通名詞-サ変可能	外来語
517	アロエ	アロエ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
518	アロハ	アロハ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
519	泡	アワ	3.中級前半	名詞	名詞-普通名詞-一般	和語
520	淡い	アワイ	5.上級前半	イ形容詞	形容詞-一般	和語
521	合わさる	アワサル	5.上級前半	動詞1類	動詞-一般	和語
522	合わす	アワス	5.上級前半	動詞1類	動詞-一般	和語
524	合わせ	アワセ	4.中級後半	接尾辞	接尾辞-名詞的-一般	和語
523	合わせ	アワセ	6.上級後半	名詞	名詞-普通名詞-一般	和語
525	合わせる	アワセル	3.中級前半	動詞2類	動詞-一般	和語
526	慌ただしい	アワタダシイ	4.中級後半	イ形容詞	形容詞-一般	和語
527	泡立つ	アワダツ	5.上級前半	動詞1類	動詞-一般	和語
528	泡立てる	アワダテル	5.上級前半	動詞2類	動詞-一般	和語
529	慌てふためく	アワテフタメク	6.上級後半	動詞1類	動詞-一般	和語
530	慌てる	アワテル	4.中級後半	動詞2類	動詞-一般	和語
531	哀れ	アワレ	5.上級前半	名詞	名詞-普通名詞-形状詞可能	和語
532	哀れみ	アワレミ	6.上級後半	名詞	名詞-普通名詞-一般	和語
533	哀れむ	アワレム	6.上級後半	動詞1類	動詞-一般	和語
534	案	アン	3.中級前半	名詞	名詞-普通名詞-一般	漢語
535	安易	アンイ	4.中級後半	ナ形容詞	形状詞-一般	漢語
536	安価	アンカ	4.中級後半	ナ形容詞	形状詞-一般	漢語
537	アンカー	アンカー	6.上級後半	名詞	名詞-普通名詞-一般	外来語
538	案外	アンガイ	4.中級後半	ナ形容詞	副詞	漢語
539	あんかけ	アンカケ	6.上級後半	名詞	名詞-普通名詞-一般	和語
540	暗記	アンキ	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
541	行脚	アンギャ	6.上級後半	名詞	名詞-普通名詞-サ変可能	漢語
542	アングル	アングル	5.上級前半	名詞	名詞-普通名詞-一般	外来語
543	アンケート	アンケート	3.中級前半	名詞	名詞-普通名詞-一般	外来語
544	あんこ	アンコ	4.中級後半	名詞	名詞-普通名詞-一般	和語
545	暗号	アンゴウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
546	アンコール	アンコール	4.中級後半	名詞	名詞-普通名詞-サ変可能	外来語
547	暗黒	アンコク	5.上級前半	名詞	名詞-普通名詞-一般	漢語
548	暗殺	アンサツ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
549	安産	アンザン	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
550	アンサンブル	アンサンブル	5.上級前半	名詞	名詞-普通名詞-一般	外来語
551	暗示	アンジ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
552	暗証	アンショウ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
553	暗証番号	アンショウバンゴウ	3.中級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
20016	案じる	アンジル	6.上級後半	動詞2類	動詞-一般	混種語
554	安心	アンシン	2.初級後半	名詞	名詞-普通名詞-サ変形状詞可能	漢語
555	案ずる	アンズル	5.上級前半	動詞3類	動詞-一般	混種語
557	安静	アンセイ	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
558	安全	アンゼン	3.中級前半	名詞	名詞-普通名詞-形状詞可能	漢語
559	安全性	アンゼンセイ	4.中級後半	名詞	名詞-普通名詞-形状詞可能 and 接尾辞-名詞的-一般	漢語
560	安全保障	アンゼンホショウ	5.上級前半	名詞	名詞-普通名詞-形状詞可能 and 名詞-普通名詞-サ変可能	漢語
561	安全保障条約	アンゼンホショウジョウヤク	5.上級前半	名詞	名詞-普通名詞-形状詞可能 and 名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般	漢語
562	安打	アンダ	6.上級後半	名詞	名詞-普通名詞-サ変可能	漢語
563	アンダー	アンダー	5.上級前半	名詞	名詞-普通名詞-一般	外来語
564	アンダーライン	アンダーライン	4.中級後半	名詞	名詞-普通名詞-一般	外来語
565	安泰	アンタイ	6.上級後半	名詞	名詞-普通名詞-形状詞可能	漢語
567	アンチ	アンチ	5.上級前半	接頭辞	名詞-普通名詞-一般	外来語
566	安置	アンチ	6.上級後半	名詞	名詞-普通名詞-サ変可能	漢語
568	安定	アンテイ	4.中級後半	名詞	名詞-普通名詞-サ変形状詞可能	漢語
570	アンティーク	アンティーク	5.上級前半	名詞	名詞-普通名詞-形状詞可能	外来語
571	アンテナ	アンテナ	3.中級前半	名詞	名詞-普通名詞-一般	外来語
573	あんな	アンナ	2.初級後半	連体詞	連体詞	和語
572	あんな	アンナ	3.中級前半	連体詞	形状詞-一般	和語
574	案内	アンナイ	2.初級後半	名詞	名詞-普通名詞-サ変可能	漢語
575	案内書	アンナイショ	3.中級前半	名詞	名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般	漢語
